,tweet_id,begin,end,type,extraction,drug,tweet,meddra_code,meddra_term,clean_tweets,label,ADR
587,342305020999512064,39.0,47.0,ADR,nap time,seroquel,"i'm tired of being tired, deffinatly #nap time for this girl. stupid #medications #paxil #trazodone #seroquel",10011865.0,daytime sleepiness,"i am tired of being tired , deffinatly <hashtag> nap </hashtag> time for this girl . stupid <hashtag> medications </hashtag> <hashtag> paxil </hashtag> <hashtag> trazodone </hashtag> <hashtag> seroquel </hashtag>",1,1
588,342305020999512064,20.0,25.0,ADR,tired,seroquel,"i'm tired of being tired, deffinatly #nap time for this girl. stupid #medications #paxil #trazodone #seroquel",10043890.0,tiredness,"i am tired of being tired , deffinatly <hashtag> nap </hashtag> time for this girl . stupid <hashtag> medications </hashtag> <hashtag> paxil </hashtag> <hashtag> trazodone </hashtag> <hashtag> seroquel </hashtag>",1,1
589,342787990747230211,34.0,44.0,ADR,passes out,seroquel,oh hello seroquel old friend i mi*passes out on bed*,10034100.0,passed out,oh hello seroquel old friend i mi*passes <censored> out on bed *,1,1
590,344279713721765888,83.0,94.0,ADR,weight gain,seroquel,@annchildersmd interesting! my experience with patients taking seroquel is massive weight gain.,10047896.0,weight gain,<user> interesting ! my experience with patients taking seroquel is massive weight gain .,1,1
591,344467559199961089,92.0,101.0,ADR,Zombiness,seroquel,"tell you okes what: when your dr. says only take seroquel at night, only take it at night. zombiness galore.",10016384.0,felt like a zombie,"tell you okes what : when your dr . says only take seroquel at night , only take it at night . zombiness galore .",1,1
592,344556124994936832,67.0,73.0,ADR,hungry,seroquel,"oh, what a great idea watching gordan ramsay cook at 4am when i'm hungry from my seroquel.",10016336.0,feeling hungry,"oh , what a great idea watching gordan ramsay cook at <time> when i am hungry from my seroquel .",1,1
593,344960651141193728,78.0,93.0,ADR,sleep paralysis,seroquel,@brain_opera i had to taper myself down. i think the seroquel gave me lasting sleep paralysis. i've had it ever since.,10041002.0,sleep paralysis,<user> i had to taper myself down . i think the seroquel gave me lasting sleep paralysis . i have had it ever since .,1,1
594,346238446173577218,35.0,46.0,ADR,memory loss,seroquel,the one time i'm glad for seroquel memory loss,10027176.0,memory loss,the one time i am glad for seroquel memory loss,1,1
595,346389146169905152,99.0,112.0,ADR,gained weight,seroquel,@thunderangel454 meds work differently for each person. i know seroquel xr was hell for me &amp; i gained weight but can be heaven for another,10047896.0,weight gain,<user> meds work differently for each person . i know seroquel xr was hell for me & i gained weight but can be heaven for another,1,1
596,346451865283751936,107.0,112.0,ADR,loopy,seroquel,@cardiwithpearls enjoy :) haha. i take it + seroquel + klonopin every night for sleep. it can make me very loopy sometimes!,10017565.0,fuzzy,<user> enjoy <happy> haha . i take it + seroquel + klonopin every night for sleep . it can make me very loopy sometimes !,1,1
597,346719952394416128,14.0,23.0,ADR,dry-mouth,seroquel,this seroquel-dry-mouth thing is getting weird,10013781.0,dry mouth,this seroquel - dry - mouth thing is getting weird,1,1
598,348258097044807680,100.0,116.0,ADR,sinuses close up,seroquel,i've been really forgetting to take my paxil lately but if i take it with a my seroquel it makes my sinuses close up :(,10028771.0,nasal stuffiness,i have been really forgetting to take my paxil lately but if i take it with a my seroquel it makes my sinuses close up <sad>,1,1
599,348946282955546624,133.0,137.0,ADR,pain,seroquel,"nb: not psychotic ;) seroquel used off-label for ptsd. ctl?d many sympts, helped sleep. but side fx - weight gain - caused terrible pain.",10033371.0,pain,"nb : not psychotic <wink> seroquel used off - label for ptsd . ctl ? d many sympts , helped sleep . but side fx - weight gain - caused terrible pain .",1,1
600,348946282955546624,103.0,114.0,ADR,weight gain,seroquel,"nb: not psychotic ;) seroquel used off-label for ptsd. ctl?d many sympts, helped sleep. but side fx - weight gain - caused terrible pain.",10047896.0,weight gain,"nb : not psychotic <wink> seroquel used off - label for ptsd . ctl ? d many sympts , helped sleep . but side fx - weight gain - caused terrible pain .",1,1
601,349605811506511873,73.0,96.0,ADR,screwing with my memory,seroquel,@kickdblcj they increased my celexa. took me off seroquel because it was screwing with my memory. i go back in two weeks to see how its goin,10027175.0,memory impairment,<user> they increased my celexa . took me off seroquel because it was screwing with my memory . i go back in two weeks to see how its goin,1,1
602,349948514215800832,0.0,9.0,ADR,lucidity ,seroquel,lucidity rn is probably some med's fault...with my luck probably klonopin and not seroquel,10043439.0,thinking sluggish,lucidity rn is probably some med ' s fault . <repeated> with my luck probably klonopin and not seroquel,1,1
603,349995143006400514,73.0,86.0,ADR,carb cravings,seroquel,@psychiatrysho partly true but olanzapine is the worst ever for inducing carb cravings for some unfortunate ppl serequel and clozaril a 2nd,10007216.0,carbohydrate craving,<user> partly true but olanzapine is the worst ever for inducing carb cravings for some unfortunate ppl serequel and clozaril a 2 nd,1,1
604,350215594777387009,59.0,65.0,ADR,zombie,seroquel,going back to bed for a nap. seroquel has turned me into a zombie again today.,10016384.0,felt like a zombie,going back to bed for a nap . seroquel has turned me into a zombie again today .,1,1
605,350429791851261952,55.0,70.0,ADR,barely function,seroquel,"i stopped taking my seroquel because i hate it. i can barely function on it, hopefully my cpn &amp; psychiatrist can advise a 'nicer' med.",10027372.0,mental function decreased,"i stopped taking my seroquel because i hate it . i can barely function on it , hopefully my cpn & psychiatrist can advise a ' nicer ' med .",1,1
606,350666666436345856,27.0,38.0,ADR,zombie-ness,seroquel,@glass1ncision  -nods-  my zombie-ness when i first wake up in the morning is mostly from my nightly meds too (seroquel).,10016384.0,felt like a zombie,<user> - nods - my zombie - ness when i first wake up in the morning is mostly from my nightly meds too ( seroquel ) .,1,1
607,351168851347648513,11.0,14.0,ADR,RLS,seroquel,really bad rls fron seroquel :(,10038741.0,restless leg syndrome,really bad rls fron seroquel <sad>,1,1
608,351569985484767233,35.0,44.0,ADR,fucked up,seroquel,it was 6th period when i was still fucked up off them vicodins &amp; seroquel. i remember it was lunch &amp; i left because something pissed me off.,10016370.0,feeling unwell,it was 6 th period when i was still fucked up off them vicodins & seroquel . i remember it was lunch & i left because something pissed me off .,1,1
609,329106631633809408,66.0,75.0,ADR,crazy ish,trazodone,@gsxr1kbusakilla but i switched to trazodone ... i was doing some crazy ish on ambien smh not good lol,10037234.0,psychosis,<user> but i switched to trazodone . <repeated> i was doing some crazy ish on ambien smh not good lol,1,1
610,330385145972543488,38.0,43.0,ADR,angry,trazodone,@jamieab1 trazodone made me extremely angry and i was wide awake all the time,10002368.0,anger,<user> trazodone made me extremely angry and i was wide awake all the time,1,1
611,330385145972543488,59.0,64.0,ADR,awake,trazodone,@jamieab1 trazodone made me extremely angry and i was wide awake all the time,10041001.0,sleep loss,<user> trazodone made me extremely angry and i was wide awake all the time,1,1
612,331572658909093890,31.0,55.0,ADR,taken control of my eyes,trazodone,"co-codemol and trazodone have taken control of my eyes, so i better go to bed, before they switch off my legs too, g'nite all, stay safe",10041014.0,sleepiness,"co - codemol and trazodone have taken control of my eyes , so i better go to bed , before they switch off my legs too , g ' nite all , stay safe",1,1
613,332166258600591361,106.0,115.0,ADR,zombieish,trazodone,"the 100mg tabs of trazodone my gp prescribed are too much, now that i don't take them every night. still zombieish after an hour awake.",10016384.0,felt like a zombie,"the 1 0 0 mg tabs of trazodone my gp prescribed are too much , now that i do not take them every night . still zombieish after an hour awake .",1,1
614,332240916406480896,103.0,115.0,ADR,crazy dreams,trazodone,@droz i take trazodone for my #insomina &amp; still have a hard time falling asleep or i end up having crazy dreams that wake me up!?!,10004969.0,bizarre dreams,<user> i take trazodone for my <hashtag> insom in a </hashtag> & still have a hard time falling asleep or i end up having crazy dreams that wake me up ? ! <repeated>,1,1
615,332748904128974848,36.0,44.0,ADR,priapism,trazodone,its your third visit in 2 weeks for priapism and you're still taking trazodone @erproblem,10036661.0,priapism,its your third visit in <number> weeks for priapism and you are still taking trazodone <user>,1,1
616,332982511229607937,,,,,trazodone,@dilligafoxford @schizophrenicgb i have a low dose of trazodone to help me sleep otherwise i wouldn't especially when #happymental,,,<user> <user> i have a low dose of trazodone to help me sleep otherwise i would not especially when <hashtag> happy mental </hashtag>,0,0
617,333020420204797952,45.0,63.0,ADR,sleep for dayyssss,trazodone,@caseygrin i used to take trazodone. made me sleep for dayyssss,10041000.0,sleep excessive,<user> i used to take trazodone . made me sleep for days <elongated>,1,1
618,333773605496295424,53.0,64.0,ADR,weight gain,trazodone,@adreamitstrue things like mirtazipine&amp;trazodone weight gain isn't too hard to mitigate.things like valproate substantially more of an issue,10047896.0,weight gain,<user> things like mirtazipine & trazodone weight gain is not too hard to mitigate . things like valproate substantially more of an issue,1,1
619,340173342889881601,46.0,64.0,ADR,sleep for 11 hours,trazodone,fuck you trazodone.  i didn't want or need to sleep for 11 hours.,10041000.0,sleep excessive,fuck you trazodone . i did not want or need to sleep for <number> hours .,1,1
620,340314017446912000,44.0,62.0,ADR,troubles waking up,trazodone,@baybeecarrot  trazodone but you might have troubles waking up in the morning. 1/2 tablet is enough for a night i could give you 10 for 10$?,10019158.0,hard to awaken,<user> trazodone but you might have troubles waking up in the morning . <number> / <number> tablet is enough for a night i could give you <number> for <money> ?,1,1
621,340839013978087424,7.0,15.0,ADR,allergic,trazodone,i'm so allergic to trazodone but i haven't been taking it so no one believes me :::---)))),10001718.0,allergic reaction,i am so allergic to trazodone but i have not been taking it so no one believes me : : : - - - ) ) ) ),1,1
622,341716542213468160,120.0,125.0,ADR,dopey,trazodone,@jules_clarke banana? hot milk? and randomly lettuce! all contain sleepy bye chems. all i have is trazodone which means dopey all day tomo,10027374.0,mental impairment,<user> banana ? hot milk ? and randomly lettuce ! all contain sleepy bye chems . all i have is trazodone which means dopey all day tomo,1,1
623,341743389018050560,47.0,71.0,ADR,barely keep my eyes open,trazodone,i took my trazodone like an hour ago and i can barely keep my eyes open and i need to finish homeworrrkkk,10041014.0,sleepiness,i took my trazodone like an hour ago and i can barely keep my eyes open and i need to finish homework <elongated>,1,1
624,341954740059516928,126.0,135.0,ADR,migraines,trazodone,@rachaelherron @marrije i haaaated trazodone. don't be afraid to ask doc for something else if side effects continue. gave me migraines.,10027599.0,migraine,<user> <user> i hated <elongated> trazodone . do not be afraid to ask doc for something else if side effects continue . gave me migraines .,1,1
625,346310712622194688,75.0,80.0,ADR,tired,trazodone,have taken the trazodone dose back down. simply cannot put up with feeling tired all day!,10043890.0,tiredness,have taken the trazodone dose back down . simply cannot put up with feeling tired all day !,1,1
626,347368413880016897,,,,,trazodone,@glass1ncision for sure. i'd get no sleep at all if it wasn't for #trazodone. :),,,<user> for sure . i ' d get no sleep at all if it wasn ' t for <hashtag> trazodone </hashtag> . <happy>,0,0
627,348547192899923968,68.0,74.0,ADR,sleepy,trazodone,does trazodone actually make people feel like high omfg it makes me sleepy,10041018.0,sleepy,does trazodone actually make people feel like high omfg it makes me sleepy,1,1
628,349165462417977344,62.0,78.0,ADR,holes in my head,trazodone,"eat my trazodone then go to bed, wake up in the morning with holes in my head",10027374.0,mental impairment,"eat my trazodone then go to bed , wake up in the morning with holes in my head",1,1
629,349736979090509824,26.0,50.0,ADR,dream all types of crazy,trazodone,my trazodone be having me dream all types of crazy.,10004969.0,bizarre dreams,my trazodone be having me dream all types of crazy .,1,1
630,349754241298079744,15.0,20.0,ADR,hives,trazodone,great.. i have hives up and down my legs from this gosh dang trazodone?,10020197.0,hives,great . <repeated> i have hives up and down my legs from this gosh dang trazodone ?,1,1
631,353528358442778624,,,,,,"@lunkendrush i've heard of the topamax. right now i'm on 40 mg of prozac , 100 mg of trazadone and 75mg of hydroxizine or however you spell",,,"<user> i have heard of the topamax . right now i am on <number> mg of prozac , <number> mg of trazadone and 7 5 mg of hydroxizine or however you spell",0,0
632,353733699600265217,31.0,42.0,ADR,passing out,trazodone,taking trazodone and literally passing out on the bathroom floor yeah that shit happens,10034100.0,passed out,taking trazodone and literally passing out on the bathroom floor yeah that shit happens,1,1
633,354262122399674369,23.0,31.0,ADR,dry eyes,trazodone,trazodone hangover and dry eyes,10013778.0,dry eyes,trazodone hangover and dry eyes,1,1
634,354262122399674369,10.0,18.0,ADR,hangover,trazodone,trazodone hangover and dry eyes,10019136.0,hangover effect,trazodone hangover and dry eyes,1,1
635,341668123092598784,135.0,140.0,ADR,veins,tysabri,"@kitschmagnet i was on tysabri for 50 months. i'm in the process of going to tecfedera. it is similar, i needed to get off because of veins",10047184.0,vein disorder,"<user> i was on tysabri for <number> months . i am in the process of going to tecfedera . it is similar , i needed to get off because of veins",1,1
636,342072317200973825,71.0,94.0,ADR,immune system went poof,tysabri,"@craigsdaughter no joke!  #tysabri worked like a charm for me, til my immune system went poof.  hopeful about #tecfidera :)",10021425.0,immune system disorder,"<user> no joke ! <hashtag> ty sabri </hashtag> worked like a charm for me , til my immune system went poof . hopeful about <hashtag> t ecf i dera </hashtag> <happy>",1,1
637,342317381458206720,,,,,,@jenchang1 i think patients who take tysabri generally want to know if they could be at risk for pml.,,,<user> i think patients who take tysabri generally want to know if they could be at risk for pml .,0,0
638,344354001128656896,,,,,,@zgaber @thestomabaglady haha! crazy. stelara is almost done in trials. and there's a next generation tysabri just for ibd that's new.,,,<user> <user> haha ! crazy . stelara is almost done in trials . and there ' s a next generation tysabri just for ibd that ' s new .,0,0
639,344694341341700097,,,,,,#tysabri day today!!!all good cause of the beautiful person i share the day with!love u liz!!!,,,<hashtag> ty sabri </hashtag> day today ! <repeated> all good cause of the beautiful person i share the day with ! love u liz ! <repeated>,0,0
640,345625426875535360,,,,,tysabri,rt?@dani_deeh: @muhleeah i heard of tysabri. should work good on ms. but serious side effects as well  :(? that's why i'm terrified!,,,rt ? <user> : <user> i heard of tysabri . should work good on ms . but serious side effects as well <sad> ? that ' s why i am terrified !,0,0
641,347777256833310720,,,,,,i'm infusion tysabri. my monthly fillup!!,,,i am infusion tysabri . my monthly fillup ! <repeated>,0,0
642,326614974128611328,8.0,26.0,ADR,light nights sleep,venlafaxine,another light nights sleep brought to me courtesy of #venlafaxine dammit. #day8,10040995.0,sleep disturbance,another light nights sleep brought to me courtesy of <hashtag> venlafaxine </hashtag> dammit . <hashtag> day 8 </hashtag>,1,1
643,328265863390183425,59.0,69.0,ADR,withdrawal,venlafaxine,it's not even 11pm and i'm already feeling the venlafaxine withdrawal. stupid bitch. how hard is it to pack the bloody tablets?!,10073281.0,withdrawal symptom,it ' s not even <time> and i am already feeling the venlafaxine withdrawal . stupid bitch . how hard is it to pack the bloody tablets ? ! <repeated>,1,1
644,331163139808829442,,,,,,?@m0m1n3: @kastel na g my 5ht levels are good just need a dopamine rush gonna pop me a bupropion or a venlafaxine. want some yeh? loool,,,? <user> : <user> na g my 5 ht levels are good just need a dopamine rush gonna pop me a bupropion or a venlafaxine . want some yeh ? lol <elongated>,0,0
645,331163351818330114,80.0,90.0,ADR,bad dreams,venlafaxine,"@leigh_clay i feel for you, i had the sane experience of disturbed sleep &amp; bad dreams on venlafaxine xx",10004063.0,bad dreams,"<user> i feel for you , i had the sane experience of disturbed sleep & bad dreams on venlafaxine xx",1,1
646,331163351818330114,58.0,73.0,ADR,disturbed sleep,venlafaxine,"@leigh_clay i feel for you, i had the sane experience of disturbed sleep &amp; bad dreams on venlafaxine xx",10040999.0,sleep disturbed,"<user> i feel for you , i had the sane experience of disturbed sleep & bad dreams on venlafaxine xx",1,1
647,331546385063239680,,,,,,"@podculture venlafaxine. it's basically a bureaucracy problem in this case, though; nothing to do with the scrip itself.",,,"<user> venlafaxine . it ' s basically a bureaucracy problem in this case , though ; nothing to do with the scrip itself .",0,0
648,331860672071737344,23.0,34.0,ADR,itchy skin ,venlafaxine,"@adandelionmind i had itchy skin at night on venlafaxine, i react badly to insect bites too.",10023094.0,itchy skin,"<user> i had itchy skin at night on venlafaxine , i react badly to insect bites too .",1,1
649,333211368578772993,7.0,25.0,ADR,siiiiiiiiiiiiiiick,venlafaxine,i feel siiiiiiiiiiiiiiick. damn you venlafaxine.,10016365.0,feeling sick,i feel sick <elongated> . damn you venlafaxine .,1,1
650,342267623758782464,95.0,124.0,ADR,electric shocks in your brain,venlafaxine,"@fatuglyew thing about venlafaxine is the withdrawals when you're late for a dose - it's like electric shocks in your brain, and they go -",10033775.0,paraesthesia,"<user> thing about venlafaxine is the withdrawals when you are late for a dose - it ' s like electric shocks in your brain , and they go -",1,1
651,342267623758782464,43.0,54.0,ADR,withdrawals,venlafaxine,"@fatuglyew thing about venlafaxine is the withdrawals when you're late for a dose - it's like electric shocks in your brain, and they go -",10073281.0,withdrawal symptom,"<user> thing about venlafaxine is the withdrawals when you are late for a dose - it ' s like electric shocks in your brain , and they go -",1,1
652,342588614166859776,12.0,22.0,ADR,withdrawal,venlafaxine,venlafaxine withdrawal is horrific,10073281.0,withdrawal symptom,venlafaxine withdrawal is horrific,1,1
653,344489560606130176,,,,,venlafaxine,rt @timbuttsack: venlafaxine more like lessvoicesinyourheadazine am i right guys?,,,rt <user> : venlafaxine more like lessvoicesinyourheadazine am i right guys ?,0,0
654,346583823254974466,60.0,78.0,ADR,messed up my sleep,venlafaxine,@amyelle11 i was on venlafaxine after the citalopram but it messed up my sleep :(,10040999.0,sleep disturbed,<user> i was on venlafaxine after the citalopram but it messed up my sleep <sad>,1,1
655,347388933082066947,20.0,26.0,ADR,zombie,venlafaxine,"@figster014 bloody zombie i also take venlafaxine thats for cronic depression bipolar is a difficult illness to deal with, both for the",10016384.0,felt like a zombie,"<user> bloody zombie i also take venlafaxine thats for cronic depression bipolar is a difficult illness to deal with , both for the",1,1
656,348626882230628352,,,,,,@foodnetwork bravo for dumping dean. you won a new fan in me. no one needs her food as we can't afford the victoza and she gets it free!,,,<user> bravo for dumping dean . you won a new fan in me . no one needs her food as we can not afford the victoza and she gets it free !,0,0
657,349383902219083776,,,,,,rt @kwelch_142: victoza is insulin used by diabetics.... you eat like paula you get diabetes like paula...,,,rt <user> : victoza is insulin used by diabetics . <repeated> you eat like paula you get diabetes like paula . <repeated>,0,0
658,349390312583610369,,,,,,"rt @diatribenews: dr john buse: most impressive at #2013ada victoza+degludec= -1.9% a1c reduction ""insulin on steroids"" bit of weight loss ?",,,"rt <user> : dr john buse : most impressive at <hashtag> 2 0 1 3 ada </hashtag> victoza + degludec = - <percent> a1c reduction "" insulin on steroids "" bit of weight loss ?",0,0
659,350609842005737473,,,,,,rt @juliamoskin: #pauladeen may have been paid $6 million for her endorsement of victoza. drug maker suspends deal with deen --http://t.co/?,,,rt <user> : <hashtag> paula deen </hashtag> may have been paid <money> million for her endorsement of victoza . drug maker suspends deal with deen - - <url>,0,0
660,351439006812209153,75.0,81.0,ADR,nausea,victoza,so i ran out of victoza before payday &amp; restarted it yesterday.  bleh: nausea.  it did help me lose @ 10 lbs. but i found 3 when i ran out.,10028813.0,nausea,so i ran out of victoza before payday & restarted it yesterday . bleh : nausea . it did help me lose @ <number> lbs . but i found <number> when i ran out .,1,1
661,349310462954967041,8.0,33.0,ADR,kidneys have been swollen,viibryd,also my kidneys have been swollen ever since i've been on viibryd.. but its also been super hot out..,10048469.0,kidney enlargement,also my kidneys have been swollen ever since i have been on viibryd . <repeated> but its also been super hot out . <repeated>,1,1
662,341824775158652928,14.0,22.0,ADR,no sleep,vyvanse,this night of no sleep is brought to you by vyvanse. ?,10041001.0,sleep loss,this night of no sleep is brought to you by vyvanse . ?,1,1
663,341922380823793665,28.0,37.0,ADR,jacked up,vyvanse,@rayydepotter yeaa bihh all jacked up on vyvanse!??,10001495.0,agitated,<user> yeaa bihh all jacked up on vyvanse ? ! <repeated>,1,1
664,341929912845873152,37.0,49.0,ADR,stomach hurt,vyvanse,ugh i wish my vyvanse didn't make my stomach hurt so bad???,10042112.0,stomach pain,ugh i wish my vyvanse did not make my stomach hurt so bad ? <repeated>,1,1
665,341933952552038400,,,,,,"alright. so right now. i need. some ritalin, adderall, cocaine, or vyvanse. any help would be appreciated.",,,"alright . so right now . i need . some ritalin , adderall , cocaine , or vyvanse . any help would be appreciated .",0,0
666,341937697574756353,,,,,,i wish my psych would stop fucking me and just put me on adder all vyvanse sucks dick,,,i wish my psych would stop fucking me and just put me on adder all vyvanse sucks dick,0,0
667,341951245457702912,62.0,74.0,ADR,heart attack,vyvanse,so i took 2 vyvanse this morning..i think i'm about to have a heart attack?????,10019300.0,heart rate abnormal,so i took <number> vyvanse this morning . <repeated> i think i am about to have a heart attack ? <repeated>,1,1
668,341953979569283073,,,,,,i usually hate texting with a passion but when i'm on that good vyvanse and special k it ain't no stopin me #ayoungniggakeepinthestreesclean,,,i usually hate texting with a passion but when i am on that good vyvanse and special k it ain ' t no stopin me <hashtag> a young nigga keep in the strees clean </hashtag>,0,0
669,341960332853538816,,,,,,"not taking vyvanse after 3 weeks of taking it is like waking up in a katy perry video. cotton candy, fireworks, sunshine &amp; whipcream evrywhr",,,"not taking vyvanse after <number> weeks of taking it is like waking up in a katy perry video . cotton candy , fireworks , sunshine & whipcream evrywhr",0,0
670,342013098854580227,7.0,16.0,ADR,irritable,vyvanse,i'm so irritable when my vyvanse wears off #fuckkk,10023000.0,irritable,i am so irritable when my vyvanse wears off <hashtag> fuck <elongated> </hashtag>,1,1
671,342081994232066048,23.0,30.0,ADR,crazier,vyvanse,vyvanse makes my brain crazier than it already is.,10037234.0,psychosis,vyvanse makes my brain crazier than it already is .,1,1
672,342108661340045312,54.0,66.0,ADR,not sleeping,vyvanse,alright time to find out if a shit ton of vyvanse and not sleeping for 2 days can get a trimester worth of homework done for 2 classes,10041001.0,sleep loss,alright time to find out if a shit ton of vyvanse and not sleeping for <number> days can get a trimester worth of homework done for <number> classes,1,1
673,342147988937920512,82.0,85.0,ADR,OCD,vyvanse,"fda needs a warning label for vyvanse: ""use of of this drug may result in major ocd/many unneeded hours at work"" http://t.co/o7pqc782di",10029898.0,obsessive-compulsive disorder,"fda needs a warning label for vyvanse : "" use of of this drug may result in major ocd / many unneeded hours at work "" <url>",1,1
674,342158424001376257,44.0,53.0,ADR,stressful,vyvanse,playing league while on vyvanse is too damn stressful.  back to public i go!,10042209.0,stress,playing league while on vyvanse is too damn stressful . back to public i go !,1,1
675,342266467640811520,,,,,,@anthonycumia #zimmerman was removed from vyvanse for mood swings before he was put on adderall see med report: http://t.co/4qqrotmzie,,,<user> <hashtag> zimmerman </hashtag> was removed from vyvanse for mood swings before he was put on adderall see med report : <url>,0,1
676,342271220319936514,,,,,,thank you vyvanse for this great mood i'm in ?,,,thank you vyvanse for this great mood i am in ?,0,0
677,342307555504173057,37.0,44.0,ADR,sweatin,vyvanse,fuck molly . vyvanse is what gets ya sweatin,10042661.0,sweating,fuck molly . vyvanse is what gets ya sweatin,1,1
678,342312023612346369,17.0,33.0,ADR,brain is melting,vyvanse,it feels like my brain is melting. 360mg of vyvanse in 24 hours... not smart danielle. not smart.,10027374.0,mental impairment,it feels like my brain is melting . 3 6 0 mg of vyvanse in <number> hours . <repeated> not smart danielle . not smart .,1,1
679,342359570603204608,49.0,54.0,ADR,anger,vyvanse,vyvanse is really taking its toll now #headache #anger,10002368.0,anger,vyvanse is really taking its toll now <hashtag> headache </hashtag> <hashtag> anger </hashtag>,1,1
680,342359570603204608,39.0,47.0,ADR,headache,vyvanse,vyvanse is really taking its toll now #headache #anger,10019211.0,headache,vyvanse is really taking its toll now <hashtag> headache </hashtag> <hashtag> anger </hashtag>,1,1
681,342382265134891009,31.0,40.0,ADR,can't eat,vyvanse,vyvanse keep me straight but i can't eat shit when i'm on em,10003017.0,appetite absent,vyvanse keep me straight but i can not eat shit when i am on em,1,1
682,342536907055591424,28.0,66.0,ADR,sleeping schedule of a fucking vampire,vyvanse,vyvanse makes me having the sleeping schedule of a fucking vampire.,10041001.0,sleep loss,vyvanse makes me having the sleeping schedule of a fucking vampire .,1,1
683,342548486664896513,2.0,16.0,ADR,lost 17 pounds,vyvanse,i lost 17 pounds on vyvanse &amp; that's why life is wonderful,10047900.0,weight loss,i lost <number> pounds on vyvanse & that ' s why life is wonderful,1,1
684,342722273934966785,21.0,26.0,ADR,tweak,vyvanse,popped a vyvanse i'm tweak. whoop,10070679.0,feeling stoned,popped a vyvanse i am tweak . whoop,1,1
685,342722384723316737,21.0,29.0,ADR,Tweaking,vyvanse,popped a vyvanse i'm tweaking. whoop,10070679.0,feeling stoned,popped a vyvanse i am tweaking . whoop,1,1
686,342944016616259585,38.0,49.0,ADR,tweakin out,vyvanse,@mannypresh602 word. i've been fuckin tweakin out on vyvanse and writing hella verses,10070679.0,feeling stoned,<user> word . i have been fuckin tweakin out on vyvanse and writing hella verses,1,1
687,343001295990427648,23.0,57.0,ADR,grinds the shit out of their teeth,vyvanse,am i the only one that grinds the shit out of their teeth on vyvanse? #cantbetheonlyone #icouldstudyforfinalsidonthave,10043176.0,teeth grinding,am i the only one that grinds the shit out of their teeth on vyvanse ? <hashtag> can t be the only one </hashtag> <hashtag> i could study for finals i don t have </hashtag>,1,1
688,343068236906119168,24.0,42.0,ADR,rid of my appetite,vyvanse,vyvanse completely gets rid of my appetite. not quite sure how to feel about this.,10003028.0,appetite lost,vyvanse completely gets rid of my appetite . not quite sure how to feel about this .,1,1
689,343738008001998848,41.0,47.0,ADR,shakes,vyvanse,@the_ignorable hungover shakes + vyvanse shakes + coffee = recipe for success,10040528.0,shaking,<user> hungover shakes + vyvanse shakes + coffee = recipe for success,1,1
690,343826203888717825,23.0,26.0,ADR,hot,vyvanse,rt @vyvanseswag: is it hot in here or is my vyvanse just kicking in?,10016334.0,feeling hot,rt <user> : is it hot in here or is my vyvanse just kicking in ?,1,1
691,343835405096980480,69.0,86.0,ADR,heart was hurting,vyvanse,@pk_money i took a vyvanse and drank a 12oz redbull this morning. my heart was hurting a lil bit haha,10008479.0,chest pain,<user> i took a vyvanse and drank a 1 2 oz redbull this morning . my heart was hurting a lil bit haha,1,1
692,344177078142373888,59.0,71.0,ADR,TWERK ME OUT,vyvanse,"young nigga just gave me a 70mg vyvanse, these things can twerk me out thank goodness for my script of xanax",10070679.0,feeling stoned,"young nigga just gave me a 7 0 mg vyvanse , these things can twerk me out thank goodness for my script of xanax",1,1
693,344503156161515520,18.0,29.0,ADR,All nighter,vyvanse,"rt @csestrich21: all nighter is killing me right now, i hate you vyvanse",10022437.0,insomnia,"rt <user> : all nighter is killing me right now , i hate you vyvanse",1,1
694,344527216467664897,,,,,,dad walks in on me cutting open my vyvanse pill pours himself some wine and walks out,,,dad walks in on me cutting open my vyvanse pill pours himself some wine and walks out,0,0
695,344746260735086592,117.0,128.0,ADR,can't sleep,vyvanse,oh my god. it's 5:19am and i am just now realizing that i accidentally took a vyvanse at 11pm... that explains why i can't sleep.,10041001.0,sleep loss,oh my god . it ' s <time> and i am just now realizing that i accidentally took a vyvanse at <time> . <repeated> that explains why i can not sleep .,1,1
696,344871412827316224,,,,,,feed an ocd vyvanse and cover him in crayons,,,feed an ocd vyvanse and cover him in crayons,0,0
697,344897696080990208,59.0,65.0,ADR,addict,vyvanse,rt @thelsuzebra: @_kassidymariee maybe it's just a vyvanse addict thing rt @vyvanseswag: nothing more satisfying than crossing something of?,10001125.0,addiction,rt <user> : <user> maybe it ' s just a vyvanse addict thing rt <user> : nothing more satisfying than crossing something of ?,1,1
698,344979187943219203,,,,,,"1 power point, 2 short stories, half of a small book, and an epic poem = #longnight and #vyvanse",,,"<number> power point , <number> short stories , half of a small book , and an epic poem = <hashtag> long night </hashtag> and <hashtag> vyvanse </hashtag>",0,0
699,345124251742904320,2.0,15.0,ADR,haven't slept,vyvanse,i haven't slept in 2 days due to #vyvanse,10041001.0,sleep loss,i have not slept in <number> days due to <hashtag> vyvanse </hashtag>,1,1
700,345182268547031042,,,,,,i feel like wonder women when my vyvanse starts kickin in #magicpill,,,i feel like wonder women when my vyvanse starts kickin in <hashtag> magic pill </hashtag>,0,0
