|tweet_id|begin|end|type|extraction|drug|tweet|meddra_code|meddra_term|prediction_extractions
147|330685673055088640|124.0|134.0|ADR|withdrawal|venlafaxine|dreamt i was squirting acid at wood lice - i woke screaming when they came at me. i do hope the dreams are the #venlafaxine withdrawal.|10048010.0|withdrawal syndrome|['withdrawal']
148|330685673055088640|96.0|102.0|ADR|dreams|venlafaxine|dreamt i was squirting acid at wood lice - i woke screaming when they came at me. i do hope the dreams are the #venlafaxine withdrawal.|10004969.0|bizarre dreams|['withdrawal']
149|332929438713004034|114.0|134.0|ADR|lost my fucking mind|venlafaxine|@zombie_girl_2 i tried that going cold turkey on venlafaxine and depakote is not a good idea i dreamt colours and lost my fucking mind aghh!|10037234.0|psychosis|[]
150|332929438713004034|95.0|109.0|ADR|dreamt colours|venlafaxine|@zombie_girl_2 i tried that going cold turkey on venlafaxine and depakote is not a good idea i dreamt colours and lost my fucking mind aghh!|10047666.0|vivid dreams|[]
151|342267219792781312|57.0|71.0|ADR|falling asleep|venlafaxine|high off tramadol and venlafaxine in school omg help i'm falling asleep here|10041349.0|somnolence|[]
152|349663852927000578|||||venlafaxine|i've had a lovely, relaxing day, but end it weighed down by nonspecific foreboding and crushing sense of guilt #depression #venlafaxine|||[]
153|349627789009367040|113.0|120.0|ADR|sickest|viibryd|holy shit no more xanax or risperidone. i will have withdrawals. still on viibryd but it's next. it makes me the sickest.|10016365.0|feeling sick|['withdrawals']
154|342907594135977986|33.0|40.0|ADR|ZOMBIES|vyvanse|@mvrcivl vyvanse got me up like zombies.. xan's put me down, them bitches call me romney.. the way i steady clown #txfreestyle #barrdout|10016384.0|felt like a zombie|[]
155|343031253072764928|78.0|103.0|ADR|eat because I just forget|vyvanse|@jordantaylor068 yeah, i'm on vyvanse and sometimes i have to be reminded to eat because i just forget.|10003030.0|appetite suppressed|[]
156|343525207937544192|19.0|24.0|ADR|hyper|vyvanse|vyvanse make me so hyper and creative and i think of so many tweets|10020554.0|hyperactive|[]
157|344152692547018752|27.0|46.0|ADR|Can't. Stop. Moving|vyvanse|vyvanse = 5 lines of coke. can't. stop. moving.|10020554.0|hyperactive|['moving']
158|344865165608636416|17.0|29.0|ADR|felt drugged|Ritalin|@guccigreenery i felt drugged on ritalin. i love vyvanse. i can't tell i'm on it except for feeling better and calmer and more structured|10070679.0|feeling stoned|"[""can't tell i'm"", 'structured']"
159|344865863490473984|85.0|95.0|ADR|lose focus|vyvanse|when im tweaked off vyvanse  i cant go into my room...cuse if i look at my shoes ill lose focus of everything and just think bout them|10003738.0|attention impaired|['cant go into my room', 'ill']
160|345176614683959298|4.0|13.0|ADR|come down|vyvanse|the come down on vyvanse kicks my ass every time|10073281.0|withdrawal symptom|[]
161|326376825590779905|||||lamictal|do u know what medications are r for bipolar depression? currently #fda approved lamotrigine aka #lamictal|||[]
162|326406322323066883|111.0|117.0|ADR|zombie|olanzapine|thought of work is overwhelming me so much i feel like crying but can't because olanzapine has me trapped in a zombie state #strugglewithin|10016384.0|felt like a zombie|['zombie']
163|326406322323066883|45.0|71.0|ADR|feel like crying but can't|olanzapine|thought of work is overwhelming me so much i feel like crying but can't because olanzapine has me trapped in a zombie state #strugglewithin|10011469.0|crying|['zombie']
164|326455480891346947|108.0|122.0|ADR|hot &amp; cold|venlafaxine|5hrs sleep last night but stayed awake today. lethargic &amp; low still. in bed &amp; can feel myself going hot &amp; cold :(  #venlafaxine #day7|10016335.0|feeling hot and cold|[]
165|326455480891346947|46.0|55.0|ADR|Lethargic|venlafaxine|5hrs sleep last night but stayed awake today. lethargic &amp; low still. in bed &amp; can feel myself going hot &amp; cold :(  #venlafaxine #day7|10024262.0|lethargic|[]
166|326456822007492608|||||trazodone|my urologist today said that trazodone can cause priapism. which is an erection lasting 4 hours. i will never take that sleeping pill again|||['priapism']
167|326596903791902720|36.0|41.0|ADR|sleep|ofloxacin|ciprofloxacin: how do you expect to sleep when your stomach is a cement mixer?|10041017.0|sleeplessness|['sleep when your stomach is a cement mixer']
168|326596903791902720|52.0|77.0|ADR|stomach is a cement mixer|ofloxacin|ciprofloxacin: how do you expect to sleep when your stomach is a cement mixer?|10042112.0|stomach pain|['sleep when your stomach is a cement mixer']
169|326789014290055168|26.0|32.0|ADR|hungry|olanzapine|@dopamine_diva q makes me hungry. olanzapine made me want to eat my own arm!|10020466.0|hunger|['hungry', 'want to eat my own arm']
170|326789014290055168|53.0|75.0|ADR|want to eat my own arm|olanzapine|@dopamine_diva q makes me hungry. olanzapine made me want to eat my own arm!|10020466.0|hunger|['hungry', 'want to eat my own arm']
171|327121072099045376|||||lamotrigine|my mood swings are getting worse and lamotrigine isn't helping at all.�|||['mood swings']
172|327136020594307072|106.0|138.0|ADR| parody of an actual human being|zyprexa|wellbutrin, zyprexa, xanax, effexor, lamotrigine, valium. every day. i'm not even a person anymore. i'm a parody of an actual human being.|10012359.0|depersonalization|[]
173|327202063299788801|13.0|26.0|ADR|try for sleep|venlafaxine|i�m going to try for sleep. real sleep. not that light bastard that #venlafaxine brings me.|10041017.0|sleeplessness|[]
174|327202063299788801|49.0|62.0|ADR|light bastard|venlafaxine|i�m going to try for sleep. real sleep. not that light bastard that #venlafaxine brings me.|10062519.0|poor quality sleep|[]
175|327692063460163585|62.0|75.0|ADR|wiping me out|venlafaxine|cannot decide whether to take meds today. the #venlafaxine is wiping me out like the #citalopram did. i can't function on them. #day11|10015667.0|exhaustion|['day11']
176|327692063460163585|104.0|118.0|ADR|can't function|vanlafaxine|cannot decide whether to take meds today. the #venlafaxine is wiping me out like the #citalopram did. i can't function on them. #day11|10041349.0|somnolence|['day11']
177|327793679634931712|38.0|73.0|ADR|feel like I am in a straight jacket|olanzapine|after taking olanzapine i wake up and feel like i am in a straight jacket because my muscles feel stiff|10028339.0|muscle stiffness|[]
178|327793679634931712|85.0|103.0|ADR|muscles feel stiff|olanzapine|after taking olanzapine i wake up and feel like i am in a straight jacket because my muscles feel stiff|10028339.0|muscle stiffness|[]
179|328059687327109120|32.0|40.0|ADR|Feel low|venlafaxine|another night of 'light' sleep. feel low. subdued. sad.  #venlafaxine #day12|10024919.0|low mood|[]
180|328059687327109120|51.0|54.0|ADR|Sad|venlafaxine|another night of 'light' sleep. feel low. subdued. sad.  #venlafaxine #day12|10016364.0|feeling sad|[]
181|328059687327109120|42.0|49.0|ADR|Subdued|venlafaxine|another night of 'light' sleep. feel low. subdued. sad.  #venlafaxine #day12|10024919.0|low mood|[]
182|328059687327109120|18.0|30.0|ADR|light' sleep|venlafaxine|another night of 'light' sleep. feel low. subdued. sad.  #venlafaxine #day12|10062519.0|poor quality sleep|[]
183|328244482455764994|75.0|89.0|ADR|sleep problems|lamotrigine|if i become high i will not increase the lamotrigine as this will fuel the sleep problems|10041005.0|sleep proplem|['sleep problems']
184|328248124399296512|86.0|101.0|ADR| tired daytimes|venlafaxine|tonight i am taking my #venlafaxine in the evening in pursuit of better sleep and less tired daytimes. wish me luck.|10011865.0|daytime sleepiness|[]
185|328525527184977925|||||olanzapine|@joesimpson475 @major___tom in my humble opinion the only reason for prescribing olanzapine is sedation.|||[]
186|328645545411354625|0.0|10.0|ADR|Over-eaten|olanzapine|over-eaten again just before bed. stuffed. good chance i will choke on my own vomit during sleep. i blame #olanzapine #timetochange #bipolar|10015598.0|excessive eating|[]
187|328996507065917440|||||quetiapine|@nevharvey now that i'm on a hefty dose of quetiapine i usually sleep no problem. yet the anxiety remains. a hangover from the days when...|||['sleep', 'hangover']
188|329201654484328450|120.0|125.0|ADR|dizzy|pregabalin|ooooop. anyone know if amoxicillin and pregabalin have an interaction? never had one with fluoxetine and losartan... so dizzy!|10013573.0|dizziness|[]
189|329201654484328450|58.0|69.0|ADR|interaction|pregabalin|ooooop. anyone know if amoxicillin and pregabalin have an interaction? never had one with fluoxetine and losartan... so dizzy!|10013710.0|drug interaction|[]
190|329340088809033730|120.0|126.0|ADR|sleepy|olanzapine|husband said i was a little 'high' tonight so encouraged me to take 7.5mg of olanzapine. now feel really really really sleepy, zzzz....|10041014.0|sleepiness|[]
191|329541278268264448|90.0|98.0|ADR|comatose|quetiapine|@ital_livity not getting any better here so dragging myself to gp. i'd rather be mad than comatose! hope ur doing ok #quetiapine|10041349.0|somnolence|[]
192|329617517578444802|129.0|134.0|ADR|manic|citalopram|@any1mouse jus gt bck myself, hes put me on citalopram in addition 2 the quetiapine! im a bit worried as citalopram has made me manic before|10026749.0|mania|[]
193|329831780670656513|||||trazodone|stop taking trazodone and call your doctor at once if you have a penis erection that is painful or lasts 6 hours or longer.my sleeping pills|||['painful']
194|329832584282513408|91.0|97.0|ADR|dreams|melatonin|rp mcmurphy was right about the trazodone being my new favorite bed-buddy. rip, melatonin dreams. you were getting too weird - even for me.|10004969.0|bizarre dreams|[]
195|329867012782309376|0.0|7.0|ADR|Tearful|lamotrigine|tearful this morning. desperately poor nights sleep. utterly fucked up by withdrawing so quickly from lamotrigine|10043169.0|tearfulness|[]
196|329867012782309376|34.0|51.0|ADR|poor nights sleep|lamotrigine|tearful this morning. desperately poor nights sleep. utterly fucked up by withdrawing so quickly from lamotrigine|10062519.0|poor quality sleep|[]
197|329867012782309376|74.0|85.0|ADR|withdrawing|lamotrigine|tearful this morning. desperately poor nights sleep. utterly fucked up by withdrawing so quickly from lamotrigine|10048010.0|withdrawal syndrome|[]
198|329890622674718720|0.0|17.0|ADR|Joints killing me|lamotrigine|joints killing me now i have gone back up on the lamotrigine. sick of side effects. sick of meds. want my own self back. knackered today|10023222.0|joint pain|[]
199|329890622674718720|121.0|130.0|ADR|Knackered|lamotrigine|joints killing me now i have gone back up on the lamotrigine. sick of side effects. sick of meds. want my own self back. knackered today|10016370.0|feeling unwell|[]
200|329973587559731200|||||fluoxetine|me: how is your depression now that you�re on fluoxetine?  pt: i don�t have depression. i have fibromyalgia.   me: &lt;sigh&gt;|||['depression', 'fibromyalgia']
201|330026374758797312|100.0|108.0|ADR|addicted|olanzapine|me: why have i been sectioned, what psychotic symptoms do i have? psychiatrist: dancing.  i am now addicted to the antipsychotic olanzapine|10001125.0|addiction|[]
202|330056211133247489|||||quetiapine|@bella_astre @mrs_kittyo i've had chronic insomnia for as long as i can remember because my brain won't shut up. low dose of quetiapine...|||[]
203|330070815049662465|0.0|10.0|ADR|coming off|quetiapine|coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication|10013754.0|drug withdrawal syndrome|['headache']
204|330070815049662465|63.0|75.0|ADR|hot and cold|quetiapine|coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication|10016335.0|feeling hot and cold|['headache']
205|330070815049662465|94.0|102.0|ADR|headache|quetiapine|coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication|10019211.0|headache|['headache']
206|330070815049662465|54.0|62.0|ADR|sickness|quetiapine|coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication|10016365.0|feeling sick|['headache']
207|330070815049662465|47.0|53.0|ADR|nausea|quetiapine|coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication|10028813.0|nausea|['headache']
208|330070815049662465|76.0|83.0|ADR|shivers|quetiapine|coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication|10040558.0|shivering|['headache']
209|330070815049662465|84.0|93.0|ADR|twitching|quetiapine|coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication|10045198.0|twitching|['headache']
210|330249629247610880|35.0|45.0|ADR|withdrawal|lamotrigine|@ecrjones attempts at lamotrigine withdrawal, commuting by train every day and being back at work in a new role|10023222.0|joint pain|[]
211|330341426120503298|45.0|56.0|ADR|passing out|trazodone|debating on taking a trazodone and literally passing out for the day.|10041349.0|somnolence|['passing out']
212|330357689613946883|||||memantine|rt @jeremyvvw: there are other drugs in development. large randomized study of memantine under way for core symptoms. #autismchat|||[]
213|330545428493893632|68.0|74.0|ADR|zombie|trazodone|round 2 trazodone. please just put me to sleep, not make me into a zombie the whole next day.|10016384.0|felt like a zombie|[]
214|330740866807386112|17.0|26.0|ADR|addictive|venlafaxine|@elizabethaf not addictive? 'ssri discontinuation syndrome.' i know someone who has been trying to come off venlafaxine for over two years &gt;|10012336.0|dependence addictive|[]
215|330740866807386112|34.0|58.0|ADR|discontinuation syndrome|venlafaxine|@elizabethaf not addictive? 'ssri discontinuation syndrome.' i know someone who has been trying to come off venlafaxine for over two years &gt;|10013754.0|drug withdrawal syndrome|[]
216|330768789878743040|||||olanzapine|is anyone on an antipsychotic they can actually tolerate? i can tolerate a low dose of olanzapine 7.5mg|||[]
217|330777882395807744|||||fluoxetine|its funny how just one cut could make you feel more better an entire bottle of prozac/fluoxetine|||[]
218|330877304140083200|77.0|81.0|ADR|high|trazodone|#trazodone is one hell of a sleeping pill. it also makes you feel incredibly high.|10016333.0|feeling high|['feel incredibly high']
219|330910232819679235|34.0|38.0|ADR|cold|ofloxacin|i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin|10009851.0|cold|['sick']
220|330910232819679235|2.0|26.0|ADR|feel like a pile of shit|ofloxacin|i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin|10016370.0|feeling unwell|['sick']
221|330910232819679235|28.0|32.0|ADR|sick|ofloxacin|i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin|10016365.0|feeling sick|['sick']
222|330910232819679235|40.0|56.0|ADR|stomach reacting|ofloxacin|i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin|10042112.0|stomach pain|['sick']
223|330991367222337536|0.0|5.0|ADR|Slept|venlafaxine|slept! really slept! i think i can assume from that that the venlafaxine is now nearly out of my system :))|10041349.0|somnolence|['slept']
224|331478814888689664|90.0|104.0|ADR|hallucinations|valproate|@spicynyx i think i'm that too! had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate.|10019063.0|hallucination|[]
225|331478814888689664|42.0|63.0|ADR|breastmilk production|quetiapine|@spicynyx i think i'm that too! had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate.|10023666.0|lactation induced|[]
226|331745125501915138|29.0|46.0|ADR|allergic reaction|lamotrigine|@thejeremyvine i once had an allergic reaction to the anti-convulsant lamotrigine.  i got a rash all over my body that looked like burns.|10001718.0|allergic reaction|['allergic reaction', 'burns']
227|331745125501915138|92.0|96.0|ADR|rash|lamotrigine|@thejeremyvine i once had an allergic reaction to the anti-convulsant lamotrigine.  i got a rash all over my body that looked like burns.|10037844.0|rash|['allergic reaction', 'burns']
228|331818975681982464|19.0|23.0|ADR|burp|fluoxetine|morning fluoxetine burp makes me want to ralph.|10006804.0|burping|[]
229|331818975681982464|33.0|46.0|ADR|want to ralph|fluoxetine|morning fluoxetine burp makes me want to ralph.|10028813.0|nausea|[]
230|331961284935434242|71.0|77.0|ADR|Groggy|trazodone|i love when my #trazodone kicks in after i've forgotten i've taken it. groggy tweets commence.|10018730.0|groggy|[]
231|332175390044999680|24.0|35.0|ADR|withdrawing|venlafaxine|please be careful when withdrawing from any anti deps, benzos and/or hypnotics. venlafaxine was a bad choice for me and worse withdrawl.|10048010.0|withdrawal syndrome|['withdrawl']
232|332176466940923904|110.0|130.0|ADR|won't let me wake up|trazodone|@ftamalenus i keep telling myself 8 am, but i think the trazodone fucks it up. :( it knocks me right out and won't let me wake up.|10019158.0|hard to awaken|[]
233|332176466940923904|86.0|105.0|ADR|knocks me right out|trazodone|@ftamalenus i keep telling myself 8 am, but i think the trazodone fucks it up. :( it knocks me right out and won't let me wake up.|10041349.0|somnolence|[]
234|332280215931858945|104.0|115.0|ADR|combination|fluoxetine|can't sleep, but i'm afraid that the muscle tremors keep me awake even worse if i take promethazine in combination with fluoxetine...|10013710.0|drug interaction|[]
235|332280215931858945|38.0|52.0|ADR|muscle tremors|fluoxetine|can't sleep, but i'm afraid that the muscle tremors keep me awake even worse if i take promethazine in combination with fluoxetine...|10044573.0|tremor muscle|[]
236|332298447866707969|42.0|53.0|ADR|withdrawals|effexor|little did i know that i would go through withdrawals when coming off of effexor xr. #antidepressants|10048010.0|withdrawal syndrome|['withdrawals']
237|332302887940145152|71.0|80.0|ADR|withdraws|paxil|@jessieeclayton take paxil then. no anxiety just happiness. but you et withdraws if you forget to take it.|10048010.0|withdrawal syndrome|[]
238|332304295791824897|134.0|138.0|ADR|sick|cymbalta|@spooniescouch @joodamsmith @seal_kim @sapril880 ant take anti seizure meds or anti depressants and cymbalta and savella made me very sick:(|10016365.0|feeling sick|['sick']
239|332356011946016768|59.0|68.0|ADR|delirious|paxil|i reaaaallly need to take my paxil but it makes me feel so delirious and just messed up.|10012217.0|delirious |['messed up']
240|332356011946016768|78.0|87.0|ADR|messed up|paxil|i reaaaallly need to take my paxil but it makes me feel so delirious and just messed up.|10016370.0|feeling unwell|['messed up']
241|332391387901358081|65.0|74.0|ADR|delirious|quetiapine|@edaemus @waynehatesfruit oh that was only last night when i was delirious on quetiapine - you took advantage of the situation.|10012217.0|delirious |['last night when i was']
242|332511485043548162|68.0|77.0|ADR|back pain|effexor|i'd rather be on the effexor that made me happy though i had severe back pain from it.. than sad and crying for no reason on lexapro....|10003988.0|back pain|['crying']
243|332511485043548162|93.0|96.0|ADR|sad|lexapro|i'd rather be on the effexor that made me happy though i had severe back pain from it.. than sad and crying for no reason on lexapro....|10016364.0|feeling sad|['crying']
244|332511485043548162|101.0|121.0|ADR|crying for no reason|lexapro|i'd rather be on the effexor that made me happy though i had severe back pain from it.. than sad and crying for no reason on lexapro....|10011469.0|crying|['crying']
245|332666031778721792|33.0|41.0|ADR|allergic|cymbalta|@sarapekow need to switch bc def allergic to cymbalta :(|10001718.0|allergic reaction|[]
246|332754231138320384|60.0|75.0|ADR|insulin blocker|seroquel|why seroquel can make me put on 20 over kg: it acts like an insulin blocker or something.|10005613.0|blood insulin decreased|['put on 20 over kg']
247|332754231138320384|25.0|42.0|ADR|put on 20 over kg|seroquel|why seroquel can make me put on 20 over kg: it acts like an insulin blocker or something.|10047896.0|weight gain|['put on 20 over kg']
248|332906821624934400|96.0|107.0|ADR|hypotension|avelox|has anyone ever had to take avelox?  i need some tricks to curb the nausea and help me with the hypotension.  #avelox #antibiotic #evil|10021097.0|hypotension|[]
249|332906821624934400|68.0|74.0|ADR|nausea|avelox|has anyone ever had to take avelox?  i need some tricks to curb the nausea and help me with the hypotension.  #avelox #antibiotic #evil|10028813.0|nausea|[]
250|332978332679409665|69.0|78.0|ADR|biffiness|quetiapine|@crimefish bum.  i was worried about mania on them, but i think the biffiness is going to be worse, especially coupled with quetiapine.|10027374.0|mental impairment|[]
251|333029850547900416|111.0|134.0|ADR|sleep for fifteen hours|trazodone|i can't decide if i should watch mind-numbing reality tv on netflix or abuse my prescription for trazodone and sleep for fifteen hours|10041349.0|somnolence|[]
252|333047285430751232|47.0|56.0|ADR|addictive|effexor|narcotic, benzo, etc rx's arent the only meds addictive. if i miss a dose of wellbutrin or effexor, my hands shake crazy &amp; i get brain zaps|10001125.0|addiction|['addictive']
253|333047285430751232|134.0|144.0|ADR|brain zaps|effexor|narcotic, benzo, etc rx's arent the only meds addictive. if i miss a dose of wellbutrin or effexor, my hands shake crazy &amp; i get brain zaps|10014358.0|electric shock sensation|['addictive']
254|333047285430751232|104.0|115.0|ADR|hands shake|effexor|narcotic, benzo, etc rx's arent the only meds addictive. if i miss a dose of wellbutrin or effexor, my hands shake crazy &amp; i get brain zaps|10040530.0|shaking of hands|['addictive']
255|333047948642492416|89.0|107.0|ADR|cognitive problems|Topomax|@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good|10009846.0|cognitive impairment|[]
256|333047948642492416|109.0|122.0|ADR|kidney stones|Topomax|@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good|10023437.0|kidney stones|[]
257|333047948642492416|76.0|87.0|ADR|parasthesia|Topomax|@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good|10033987.0|paresthesia|[]
258|333050589867028480|122.0|130.0|ADR|migraine|lamictal|@burberrywife lamictal has a black box warning for rash? and they titrate you slowly. no side effects at all for me.  bad migraine today.|10027599.0|migraine|[]
259|333180265264472065|100.0|117.0|ADR|going though hell|venlafaxine|i need help twitter. i was gradually coming off venlafaxine and now i'm completely off it i've been going though hell.|10048010.0|withdrawal syndrome|[]
260|333249611403784193|106.0|116.0|ADR|extra 20kg|seroquel|today was hard - arguing with a professional. was told seroquel doesn�t make you put on weight - i and my extra 20kg beg to differ.|10047896.0|weight gain|['doesn']
261|333249611403784193|81.0|95.0|ADR|put on weight |seroquel|today was hard - arguing with a professional. was told seroquel doesn�t make you put on weight - i and my extra 20kg beg to differ.|10047896.0|weight gain|['doesn']
262|333286778628870145|90.0|112.0|ADR|Coming off venlafaxine|venlafaxine|@mondaysmomma it's ok, i guess it's just a case of trial and error with antidepressants. coming off venlafaxine has been so nasty :(|10013754.0|drug withdrawal syndrome|[]
263|333294325951774720|52.0|64.0|ADR|symptom free|paxil|@gusgreeper i can't believe how long it takes to be symptom free from this shit #paxil|10016370.0|feeling unwell|[]
264|333297273750564864|13.0|28.0|ADR|wake up at 2:30|seroquel|seroquel aka wake up at 2:30 and waste half your day sleeping.|10040999.0|sleep disturbed|[]
265|333297273750564864|39.0|61.0|ADR|half your day sleeping|seroquel|seroquel aka wake up at 2:30 and waste half your day sleeping.|10041349.0|somnolence|[]
266|333304563857780736|63.0|83.0|ADR|eyes are outta focus|lamictal|took 25 pills of lamictal cause that shit will fuck you up. yo eyes are outta focus and you can't walk straight but your happy as hell.|10012792.0|difficulty focusing eyes|['fuck you up']
267|333304563857780736|92.0|111.0|ADR|can't walk straight|lamictal|took 25 pills of lamictal cause that shit will fuck you up. yo eyes are outta focus and you can't walk straight but your happy as hell.|10047810.0|walking difficulty|['fuck you up']
268|333358524274987008|40.0|60.0|ADR|ruined my creativity|Prozac|@halfabear i had a year on prozac which ruined my creativity too - my memory now is awful - pregabalin does it but it's worth it!!!|10027374.0|mental impairment|['memory']
269|333358524274987008|70.0|89.0|ADR|memory now is awful|pregabalin|@halfabear i had a year on prozac which ruined my creativity too - my memory now is awful - pregabalin does it but it's worth it!!!|10027175.0|memory impairment|['memory']
270|333359537992118274|100.0|111.0|ADR|stupid head|lamictal|"i hate #zoloft because it makes me crazy revved up but i also hate #lamictal because it gives me ""stupid head"". ah, bipolar i disorder ?"|10010300.0|confusion|['crazy revved up']
271|333359537992118274|42.0|51.0|ADR|revved up|Zoloft|"i hate #zoloft because it makes me crazy revved up but i also hate #lamictal because it gives me ""stupid head"". ah, bipolar i disorder ?"|10020554.0|hyperactive|['crazy revved up']
272|333450968328974336|86.0|93.0|ADR|bloated|lyrica|@lk_gillan i started out with lyrica but i could no longer afford it &amp; it made me bloated. tried cymbalta &amp; my heart was beating wicked fast|10005264.0|bloated feeling|[]
273|333450968328974336|119.0|148.0|ADR|heart was beating wicked fast|cymbalta|@lk_gillan i started out with lyrica but i could no longer afford it &amp; it made me bloated. tried cymbalta &amp; my heart was beating wicked fast|10019303.0|heart rate increased|[]
274|333452116511309824|8.0|13.0|ADR|tired|seroquel|i am so tired right now. like i feel like i used to when i used to take seroquel and lithium. i haven't been this tired naturally ever|10043890.0|tiredness|['tired']
275|333457801953284097|62.0|78.0|ADR|holes in my head|trazodone|i eat my trazodone and go to bed; wake up in the morning with holes in my head|10016322.0|feeling abnormal|[]
276|333466989102239744|126.0|136.0|ADR|can't walk|cipro|@bayerusnews sure is!  i no longer even own a car after being crippled by cipro (a bayer product!).  who needs a car when you can't walk!?|10049278.0|unable to walk|['crippled']
277|333466989102239744|62.0|70.0|ADR|crippled|cipro|@bayerusnews sure is!  i no longer even own a car after being crippled by cipro (a bayer product!).  who needs a car when you can't walk!?|10049278.0|unable to walk|['crippled']
278|333519110946291712|90.0|102.0|ADR|not sleeping|fluoxetine|@tete_floue yeah, i couldn't function without sleep so i understand. with fluoxetine, im not sleeping as well, but still sleeping x|10041017.0|sleeplessness|[]
279|333524388286713856|75.0|95.0|ADR|increase my appetite|citalopram|@fergaroo thanks :) i so wanted venlafaxine to work cos at least it didn�t increase my appetite like citalopram did.|10021654.0|increased appetite|[]
280|333722857290989568|52.0|76.0|ADR|hypo manic mixed episode|paxil|@weswroten @bullfrogr wow paxil sent me into a huge hypo manic mixed episode.|10021030.0|hypomania|[]
281|333735685406224385|75.0|89.0|ADR|falling asleep|quetiapine|@lucilleparr i take quetiapine and it's supposed to just relax me i end up falling asleep within 2 hours. my brain's always scattered haha|10041014.0|sleepiness|['falling asleep', 'brain']
282|333735685406224385|109.0|133.0|ADR|brain's always scattered|quetiapine|@lucilleparr i take quetiapine and it's supposed to just relax me i end up falling asleep within 2 hours. my brain's always scattered haha|10067192.0|racing thoughts|['falling asleep', 'brain']
283|333782488428212226|20.0|29.0|ADR|Achille's|cipro|i do wonder of that achille's will ever recover fully from the cipro.|10048602.0|achilles tendon discomfort|[]
284|333801812610138114|109.0|140.0|ADR|shitty feeling when you wake up|seroquel|i feel like a drug addict taking seroquel every night.. but oh well, great sleep beats no sleep. except the shitty feeling when you wake up|10016370.0|feeling unwell|['addict']
285|333824061656412160|66.0|82.0|ADR|cognitive issues|cipro|@ciproispoison i'm in so much pain now... tendonitis, headaches, cognitive issues... i feel violated. #cipro|10009846.0|cognitive impairment|['pain', 'violated']
286|333824061656412160|55.0|64.0|ADR|headaches|cipro|@ciproispoison i'm in so much pain now... tendonitis, headaches, cognitive issues... i feel violated. #cipro|10019211.0|headache|['pain', 'violated']
287|333824061656412160|31.0|35.0|ADR|pain|cipro|@ciproispoison i'm in so much pain now... tendonitis, headaches, cognitive issues... i feel violated. #cipro|10033371.0|pain|['pain', 'violated']
288|333824061656412160|43.0|53.0|ADR|tendonitis|cipro|@ciproispoison i'm in so much pain now... tendonitis, headaches, cognitive issues... i feel violated. #cipro|10043255.0|tendonitis|['pain', 'violated']
289|333854639332151296|96.0|128.0|ADR|Struggled to get out of the bath|lamotrigine|@iamcarrieeeeee coming off the lamotrigine. it's not acceptable to be in pain most of the time. struggled to get out of the bath on sat|10047862.0|weakness|['pain']
290|333854639332151296|73.0|77.0|ADR|pain|lamotrigine|@iamcarrieeeeee coming off the lamotrigine. it's not acceptable to be in pain most of the time. struggled to get out of the bath on sat|10033371.0|pain|['pain']
291|333866431626235906|120.0|128.0|ADR|ruptures|ofloxacin|the drugs don't work!!! from fit to hobbling in a few days. off the pills but may need wks to recover &amp; be prone to ruptures #ciprofloxacin|10043248.0|tendon rupture|[]
292|333866431626235906|36.0|44.0|ADR|hobbling|ofloxacin|the drugs don't work!!! from fit to hobbling in a few days. off the pills but may need wks to recover &amp; be prone to ruptures #ciprofloxacin|10047810.0|walking difficulty|[]
293|333961182874566659|120.0|128.0|ADR|hairloss|trazodone|@noeleen3talk my mom is aged 72. she changed anti-depressants from aspen trazodone to zoloft. she has itchy scalp &amp; hairloss. could this be|10019045.0|hair loss|[]
294|333961182874566659|102.0|113.0|ADR|itchy scalp|trazodone|@noeleen3talk my mom is aged 72. she changed anti-depressants from aspen trazodone to zoloft. she has itchy scalp &amp; hairloss. could this be|10023093.0|itchy scalp|[]
295|333962515232985088|92.0|103.0|ADR|half-asleep|paxil|weird thing about paxil: feeling fully awake and energized and feeling completely tired and half-asleep at the same time.|10043890.0|tiredness|['tired']
